"","Raw.genus","Raw.species"
"1836","Tetramorium","Tetramorium salwae"
"1837","Nesomyrmex","Nesomyrmex inye"
"1838","Cryptocerus","Cryptocerus atratus"
"1839","Pheidole","Pheidole decepticon"
"1840","Eocenomyrma","Eocenomyrma elegantula"
"1841","Pheidole","Pheidole madinika"
"1842","Discothyrea","Discothyrea gryphon"
"1843","Camponotus","Camponotus atlantis"
"1844","Monomorium","Monomorium occidentale"
"1845","Anergates",""
"1846","Formica","Formica naefi"
"1847","Formica","Formica microphthalma"
"1848","Formica","Formica nigra"
"1849","Discothyrea","Discothyrea traegaordhi"
"1850","Aphaenogaster","Aphaenogaster tipuna"
"1851","Megalomyrmex","Megalomyrmex iheringi"
"1852","Meranoplus","Meranoplus vestigator"
"1853","Polyrhachis","Polyrhachis olybria"
"1854","Anochetus","Anochetus dubius"
"1855","Pachycondyla","Pachycondyla jerdonii"
"1856","Myrmicocrypta","Myrmicocrypta rudiscapa"
"1857","Myrmicaria","Myrmicaria rhodesiae"
"1858","Pheidole","Pheidole dentata"
"1859","Pheidole","Pheidole rhinoceros"
"1860","Tetramorium","Tetramorium qualarum"
"1861","Myopias","Myopias julivora"
"1862","Iridomyrmex","Iridomyrmex victorianus"
"1863","Cerapachys","Cerapachys biroi"
"1864","Gnamptogenys","Gnamptogenys strigata"
"1865","Hypoponera","Hypoponera lamottei"
"1866","Pseudomyrmex","Pseudomyrmex veneficus"
"1867","Camponotus","Camponotus fasciatellus"
"1868","Camponotus","Camponotus planus"
"1869","Camponotus","Camponotus erinaceus"
"1870","Camponotus","Camponotus kopetdaghensis"
"1871","Dolichoderus","Dolichoderus feae"
"1872","Dolichoderus","Dolichoderus sculpturatus"
"1873","Solenopsis","Solenopsis wasmannii"
"1874","Solenopsis","Solenopsis succinea"
"1875","Odontomachus","Odontomachus montanus"
"1876","Myrmecia","Myrmecia mjobergi"
"1877","Lordomyrma","Lordomyrma tortuosa"
"1878","Formica","Formica schaufussi"
"1879","Aphaenogaster","Aphaenogaster syriaca"
"1880","Crematogaster","Crematogaster auberti"
"1881","Lioponera","Lioponera similis"
"1882","Hypoponera","Hypoponera meridia"
"1883","Ponera","Ponera crudelis"
"1884","Calyptomyrmex","Calyptomyrmex fragarus"
"1885","Pheidole","Pheidole humeridens"
"1886","Pogonomyrmex","Pogonomyrmex aterrimus"
"1887","Nylanderia","Nylanderia opisopthalmia"
"1888","Azteca","Azteca andreae"
"1889","Amblyopone","Amblyopone denticulata"
"1890","Melophorus","Melophorus oblongiceps"
"1891","Pheidole","Pheidole tinamu"
"1892","Pheidole","Pheidole kasparii"
"1893","Neoponera","Neoponera cooki"
"1894","Camponotus","Camponotus jaliensis"
"1895","Discothyrea",""
"1896","Aphaenogaster","Aphaenogaster italica"
"1897","Brachymyrmex","Brachymyrmex pilipes"
"1898","Myrmica","Myrmica schencki"
"1899","Myrmica","Myrmica kotokui"
"1900","Diacamma","Diacamma schoedli"
"1901","Strumigenys","Strumigenys shattucki"
"1902","Strumigenys","Strumigenys havilandi"
"1903","Prolasius","Prolasius clarki"
"1904","Papyrius",""
"1905","Leptogenys","Leptogenys fallax"
"1906","Scyphodon","Scyphodon anomalum"
"1907","Stigmacros","Stigmacros minor"
"1908","Leptothorax","Leptothorax violaceus"
"1909","Leptothorax","Leptothorax hispidus"
"1910","Crematogaster","Crematogaster foraminiceps"
"1911","Crematogaster","Crematogaster emmae"
"1912","Crematogaster","Crematogaster phoenix"
"1913","Tranopelta","Tranopelta amblyops"
"1914","Microdaceton","Microdaceton tibialis"
"1915","Anomalomyrma","Anomalomyrma taylori"
"1916","Gnamptogenys","Gnamptogenys bicolor"
"1917","Hypoponera","Hypoponera vanreesi"
"1918","Camponotus","Camponotus nasicus"
"1919","Camponotus","Camponotus oetkeri"
"1920","Camponotus","Camponotus chapini"
"1921","Camponotus","Camponotus fornasinii"
"1922","Solenopsis","Solenopsis brasiliana"
"1923","Azteca","Azteca trailii"
"1924","Pheidole","Pheidole longispinosa"
"1925","Tetraponera","Tetraponera bifoveolata"
"1926","Iridomyrmex","Iridomyrmex anceps"
"1927","Pheidole","Pheidole tenuicephala"
"1928","Crematogaster","Crematogaster tenuicula"
"1929","Pheidole","Pheidole chalcoides"
"1930","Tetramorium","Tetramorium sanetrai"
"1931","Pheidole","Pheidole rutilana"
"1932","Pheidole","Pheidole peruviana"
"1933","Cataglyphis","Cataglyphis turcomanicus"
"1934","Eutetramorium","Eutetramorium parvum"
"1935","Nesomyrmex","Nesomyrmex edentatus"
"1936","Melophorus","Melophorus nemophilus"
"1937","Fallomyrma","Fallomyrma anodonta"
"1938","Tetheamyrma","Tetheamyrma bidentata"
"1939","Monomorium","Monomorium arnoldi"
"1940","Monomorium","Monomorium foreli"
"1941","Monomorium","Monomorium balathir"
"1942","Formica","Formica subpolita"
"1943","Typhlomyrmex",""
"1944","Adlerzia",""
"1945","Tapinoma","Tapinoma carininotum"
"1946","Rostromyrmex","Rostromyrmex pasohensis"
"1947","Dorylus","Dorylus titan"
"1948","Polyrhachis","Polyrhachis frauenfeldi"
"1949","Archimyrmex",""
"1950","Technomyrmex","Technomyrmex gibbosus"
"1951","Technomyrmex","Technomyrmex fulvus"
"1952","Pheidole","Pheidole njassae"
"1953","Pheidole","Pheidole aequiseta"
"1954","Orectognathus","Orectognathus howensis"
"1955","Leptothorax","Leptothorax bruneri"
"1956","Leptothorax","Leptothorax totonicapani"
"1957","Crematogaster","Crematogaster wellmani"
"1958","Cataulacus","Cataulacus wissmannii"
"1959","Hypoponera","Hypoponera decora"
"1960","Heteroponera","Heteroponera leae"
"1961","Acanthostichus","Acanthostichus kirbyi"
"1962","Amblyopone","Amblyopone trigonignatha"
"1963","Eubothroponera",""
"1964","Camponotus","Camponotus sculptor"
"1965","Camponotus","Camponotus consectator"
"1966","Camponotus","Camponotus mitis"
"1967","Camponotus","Camponotus kollbrunneri"
"1968","Camponotus","Camponotus walkeri"
"1969","Camponotus","Camponotus bifossus"
"1970","Solenopsis","Solenopsis pergandei"
"1971","Odontomachus","Odontomachus rufithorax"
"1972","Carebara","Carebara mayri"
"1973","Rogeria","Rogeria subarmata"
"1974","Atta","Atta saltensis"
"1975","Strumigenys","Strumigenys hispida"
"1976","Diacamma","Diacamma rugosum"
"1977","Polyrhachis","Polyrhachis thrinax"
"1978","Anoplolepis","Anoplolepis melanaria"
"1979","Crematogaster","Crematogaster sumichrasti"
"1980","Crematogaster","Crematogaster castanea"
"1981","Crematogaster","Crematogaster liengmei"
"1982","Crematogaster","Crematogaster brevispinosa"
"1983","Acromyrmex","Acromyrmex lundii"
"1984","Pheidole","Pheidole glyphoderma"
"1985","Psalidomyrmex","Psalidomyrmex obesus"
"1986","Vollenhovia","Vollenhovia sakishimana"
"1987","Centromyrmex","Centromyrmex longiventris"
"1988","Archimyrmex","Archimyrmex wedmannae"
"1989","Brachymyrmex","Brachymyrmex brasiliensis"
"1990","Camponotus","Camponotus tol"
"1991","Myrmica","Myrmica huaii"
"1992","Temnothorax","Temnothorax mediterraneus"
"1993","Carebara","Carebara sauteri"
"1994","Gnamptogenys","Gnamptogenys lenis"
"1995","Temnothorax","Temnothorax laticrus"
"1996","Camponotus","Camponotus churchetti"
"1997","Formica","Formica coloradensis"
"1998","Pseudolasius","Pseudolasius familiaris"
"1999","Pristomyrmex","Pristomyrmex erythropus"
"2000","Cyphomyrmex","Cyphomyrmex hamulatus"
"2001","Cyphomyrmex","Cyphomyrmex occultus"
"2002","Bothriomyrmex","Bothriomyrmex communistus"
"2003","Hylomyrma","Hylomyrma dolichops"
"2004","Tapinoma","Tapinoma amazone"
"2005","Apterostigma","Apterostigma tramitis"
"2006","Terataner","Terataner xaltus"
"2007","Aenictus","Aenictus rabori"
"2008","Polyrhachis","Polyrhachis clio"
"2009","Eurhopalothrix",""
"2010","Onychomyrmex","Onychomyrmex glauerti"
"2011","Myrmicocrypta","Myrmicocrypta infuscata"
"2012","Pyramica","Pyramica hensekta"
"2013","Pheidole","Pheidole clavata"
"2014","Pheidole","Pheidole fantasia"
"2015","Pheidole","Pheidole optiva"
"2016","Tetramorium","Tetramorium rothschildi"
"2017","Leptothorax","Leptothorax terrigena"
"2018","Crematogaster","Crematogaster laeviuscula"
"2019","Crematogaster","Crematogaster montezumia"
"2020","Crematogaster","Crematogaster nesiotis"
"2021","Cataulacus","Cataulacus chapmani"
"2022","Iridomyrmex","Iridomyrmex obsidianus"
"2023","Procryptocerus",""
"2024","Neivamyrmex","Neivamyrmex sulcatus"
"2025","Heteroponera","Heteroponera robusta"
"2026","Myrmoteras","Myrmoteras mjoebergi"
"2027","Hypoclinea",""
"2028","Dolichoderus","Dolichoderus goudiei"
"2029","Odontomachus","Odontomachus haematodus"
"2030","Carebara","Carebara anophthalma"
"2031","Lasius","Lasius magnus"
"2032","Turneria","Turneria postomma"
"2033","Myrmecina","Myrmecina strigis"
"2034","Dorylus","Dorylus kohli"
"2035","Oecophylla","Oecophylla longinoda"
"2036","Philidris","Philidris cordata"
"2037","Crematogaster","Crematogaster opaciceps"
"2038","Pachycondyla","Pachycondyla crassa"
"2039","Pheidole","Pheidole synanthropica"
"2040","Rogeria","Rogeria besucheti"
"2041","Pheidole","Pheidole bulliceps"
"2042","Polyrhachis","Polyrhachis wamuki"
"2043","Meranoplus","Meranoplus berrimah"
"2044","Meranoplus","Meranoplus orientalis"
"2045","Melophorus","Melophorus latinotus"
"2046","Nylanderia","Nylanderia dodo"
"2047","Monomorium","Monomorium durokoppinense"
"2048","Monomorium","Monomorium hercules"
"2049","Formica","Formica suecica"
"2050","Aphaenogaster","Aphaenogaster weigoldi"
"2051","Allomerus",""
"2052","Ocymyrmex","Ocymyrmex robustior"
"2053","Messor","Messor capitatus"
"2054","Cardiocondyla","Cardiocondyla bulgarica"
"2055","Aenictus","Aenictus latiscapus"
"2056","Aenictus","Aenictus hamifer"
"2057","Tetraponera","Tetraponera sahlbergii"
"2058","Cataglyphis","Cataglyphis aenescens"
"2059","Pachycondyla","Pachycondyla senegalensis"
"2060","Myrmicocrypta","Myrmicocrypta longinoda"
"2061","Strumigenys","Strumigenys smithii"
"2062","Colobostruma","Colobostruma elliotti"
"2063","Lepisiota","Lepisiota arenaria"
"2064","Oxyepoecus","Oxyepoecus rastratus"
"2065","Rhytidoponera","Rhytidoponera pilosula"
"2066","Proformica","Proformica coriacea"
"2067","Pheidole","Pheidole scapulata"
"2068","Tetramorium","Tetramorium diligens"
"2069","Crematogaster","Crematogaster laevissima"
"2070","Paedalgus","Paedalgus robertsoni"
"2071","Kartidris","Kartidris nyos"
"2072","Heteroponera",""
"2073","Camponotus","Camponotus jizani"
"2074","Camponotus","Camponotus macilentus"
"2075","Camponotus","Camponotus ramulorum"
"2076","Camponotus","Camponotus chalceoides"
"2077","Camponotus","Camponotus dentatus"
"2078","Camponotus","Camponotus puberulus"
"2079","Dolichoderus","Dolichoderus parvus"
"2080","Solenopsis","Solenopsis franki"
"2081","Myrmecia","Myrmecia clarki"
"2082","Dorylus","Dorylus fulvus"
"2083","Cardiocondyla","Cardiocondyla emeryi"
"2084","Polyrhachis","Polyrhachis parva"
"2085","Aenictus","Aenictus fulvus"
"2086","Pheidole","Pheidole ebenina"
"2087","Nesomyrmex","Nesomyrmex simoni"
"2088","Crematogaster","Crematogaster reticulata"
"2089","Technomyrmex","Technomyrmex formosensis"
"2090","Ponera","Ponera wui"
"2091","Formica","Formica integra"
"2092","Myrmecina","Myrmecina americana"
"2093","Megalomyrmex","Megalomyrmex goeldii"
"2094","Strongylognathus","Strongylognathus cecconii"
"2095","Dorylus","Dorylus helvolus"
"2096","Polyrhachis","Polyrhachis delicata"
"2097","Polyrhachis","Polyrhachis phidias"
"2098","Myrmica","Myrmica gallienii"
"2099","Eurhopalothrix","Eurhopalothrix brevicornis"
"2100","Prolasius","Prolasius mjoebergella"
"2101","Pheidole","Pheidole xerophila"
"2102","Stigmacros","Stigmacros elegans"
"2103","Tetramorium","Tetramorium confusum"
"2104","Crematogaster","Crematogaster tetracantha"
"2105","Crematogaster","Crematogaster latuka"
"2106","Iridomyrmex","Iridomyrmex elongatus"
"2107","Cerapachys","Cerapachys sulcinodis"
"2108","Procryptocerus","Procryptocerus balzani"
"2109","Procryptocerus","Procryptocerus schmalzi"
"2110","Trachymyrmex","Trachymyrmex phaleratus"
"2111","Camponotus","Camponotus natalensis"
"2112","Camponotus","Camponotus oblongus"
"2113","Camponotus","Camponotus tumidus"
"2114","Solenopsis","Solenopsis krockowi"
"2115","Myrmecia","Myrmecia brevinoda"
"2116","Crematogaster","Crematogaster pilosa"
"2117","Crematogaster","Crematogaster borneensis"
"2118","Crematogaster","Crematogaster queenslandica"
"2119","Pheidole","Pheidole dolon"
"2120","Strumigenys","Strumigenys lucomo"
"2121","Ectatomma","Ectatomma parasiticum"
"2122","Pheidole","Pheidole pullula"
"2123","Oligomyrmex","Oligomyrmex atomus"
"2124","Strumigenys","Strumigenys insula"
"2125","Eburopone",""
"2126","Melophorus","Melophorus sulla"
"2127","Leptothorax","Leptothorax pastinifer"
"2128","Pseudolasius","Pseudolasius minor"
"2129","Calyptomyrmex","Calyptomyrmex duhun"
"2130","Megalomyrmex","Megalomyrmex ayri"
"2131","Cyphoidris","Cyphoidris exalta"
"2132","Cardiocondyla","Cardiocondyla elegans"
"2133","Goniomma","Goniomma punicum"
"2134","Aenictus","Aenictus hilli"
"2135","Vollenhovia","Vollenhovia soleaferrea"
"2136","Myrmica","Myrmica salina"
"2137","Strumigenys","Strumigenys marleyi"
"2138","Strumigenys","Strumigenys trudifera"
"2139","Phasmomyrmex","Phasmomyrmex buchneri"
"2140","Pyramica","Pyramica malaplax"
"2141","Oxyepoecus","Oxyepoecus plaumanni"
"2142","Pheidole","Pheidole goeldii"
"2143","Pheidole","Pheidole rogersi"
"2144","Stigmacros","Stigmacros pusilla"
"2145","Tetramorium","Tetramorium vernicosum"
"2146","Tetramorium","Tetramorium noratum"
"2147","Crematogaster","Crematogaster emeryana"
"2148","Crematogaster","Crematogaster semperi"
"2149","Cataulacus","Cataulacus guineensis"
"2150","Gnamptogenys","Gnamptogenys bruchi"
"2151","Pseudomyrmex","Pseudomyrmex sericeus"
"2152","Lioponera","Lioponera picta"
"2153","Camponotus","Camponotus xanthogaster"
"2154","Camponotus","Camponotus erigens"
"2155","Solenopsis","Solenopsis ugandensis"
"2156","Pheidole","Pheidole spinulosa"
"2157","Pheidole","Pheidole capensis"
"2158","Pheidole","Pheidole prelli"
"2159","Tetraponera","Tetraponera penzigi"
"2160","Calyptomyrmex","Calyptomyrmex taylori"
"2161","Myrmelachista","Myrmelachista guyanenesis"
"2162","Pheidole","Pheidole lourothi"
"2163","Pheidole","Pheidole bucculenta"
"2164","Dolichoderus","Dolichoderus kathae"
"2165","Crematogaster","Crematogaster kojimai"
"2166","Amblyopone","Amblyopone emeryi"
"2167","Prenolepis","Prenolepis dugasi"
"2168","Pseudolasius","Pseudolasius tenuicornis"
"2169","Aphaenogaster","Aphaenogaster mariae"
"2170","Aphaenogaster","Aphaenogaster praenoda"
"2171","Melissotarsus","Melissotarsus emeryi"
"2172","Stenamma","Stenamma striatulum"
"2173","Tapinoma","Tapinoma rectinotum"
"2174","Axinidris",""
"2175","Cyphoidris","Cyphoidris parissa"
"2176","Meranoplus","Meranoplus hirsutus"
"2177","Anoplolepis","Anoplolepis carinata"
"2178","Aenictus","Aenictus gracilis"
"2179","Dorylus","Dorylus gribodoi"
"2180","Polyrhachis","Polyrhachis fornicata"
"2181","Leptogenys","Leptogenys navua"
"2182","Stigmacros","Stigmacros clarki"
"2183","Oligomyrmex","Oligomyrmex grandidieri"
"2184","Pogonomyrmex","Pogonomyrmex saucius"
"2185","Paratrechina","Paratrechina terricola"
"2186","Dorymyrmex","Dorymyrmex flavescens"
"2187","Neivamyrmex","Neivamyrmex postcarinatus"
"2188","Camponotus","Camponotus conspicuus"
"2189","Camponotus","Camponotus christi"
"2190","Camponotus","Camponotus obscuriventris"
"2191","Solenopsis","Solenopsis punctaticeps"
"2192","Rogeria","Rogeria germaini"
"2193","Cephalotes","Cephalotes biguttatus"
"2194","Crematogaster","Crematogaster bequaerti"
"2195","Crematogaster","Crematogaster inermis"
"2196","Tapinoma","Tapinoma atriceps"
"2197","Lepisiota","Lepisiota spinosior"
"2198","Myrmecina","Myrmecina difficulta"
"2199","Pachycondyla","Bothroponera crassa"
"2200","Leptothorax","Leptothorax nadigi"
"2201","Pheidole","Pheidole mooreorum"
"2202","Pheidole","Pheidole oceanica"
"2203","Myrmecina","Myrmecina silvarugosa"
"2204","Adetomyrma","Adetomyrma goblin"
"2205","Formica",""
"2206","Odontophotopsis","Odontophotopsis piute"
"2207","Myrmica","Myrmica jurinei"
"2208","Cardiocondyla","Cardiocondyla opistopsis"
"2209","Brachymyrmex","Brachymyrmex delabiei"
"2210","Myrmecina","Myrmecina curvispina"
"2211","Monomorium","Monomorium mayri"
"2212","Formica","Formica truncorum"
"2213","Formica","Formica integroides"
"2214","Aenictogiton","Aenictogiton emeryi"
"2215","Aenictus","Aenictus exilis"
"2216","Aenictus","Aenictus piercei"
"2217","Polyrhachis","Polyrhachis wroughtonii"
"2218","Polyrhachis","Polyrhachis senilis"
"2219","Myrmica","Myrmica margaritae"
"2220","Pachycondyla","Pachycondyla crassa"
"2221","Cheliomyrmex","Cheliomyrmex morosus"
"2222","Strumigenys","Strumigenys mailei"
"2223","Pheidole","Pheidole championi"
"2224","Pheidole","Pheidole diffidens"
"2225","Tetramorium","Tetramorium monardi"
"2226","Tetramorium","Tetramorium rotundatum"
"2227","Tetramorium","Tetramorium ericae"
"2228","Crematogaster","Crematogaster depressa"
"2229","Psalidomyrmex","Psalidomyrmex reichenspergeri"
"2230","Iridomyrmex","Iridomyrmex continentis"
"2231","Procryptocerus","Procryptocerus rudis"
"2232","Gnamptogenys","Gnamptogenys schmitti"
"2233","Myrmecorhynchus","Myrmecorhynchus nitidus"
"2234","Camponotus","Camponotus brasiliensis"
"2235","Camponotus","Camponotus pallens"
"2236","Camponotus","Camponotus robertae"
"2237","Camponotus","Camponotus foleyi"
"2238","Camponotus","Camponotus foleyi"
"2239","Odontomachus","Odontomachus erythrocephalus"
"2240","Myrmecia","Myrmecia flammicollis"
"2241","Acropyga","Acropyga moluccana"
"2242","Opisthopsis","Opisthopsis diadematus"
"2243","Oecophylla","Oecophylla longinoda"
"2244","Cardiocondyla","Cardiocondyla nuda"
"2245","Strumigenys","Strumigenys wardi"
"2246","Crematogaster","Crematogaster brevispinosa"
"2247","Pachycondyla","Euponera sikorae"
"2248","Pyramica","Pyramica electrina"
"2249","Pheidole","Pheidole acantha"
"2250","Carebara","Carebara phragmotica"
"2251","Zatania","Zatania darlingtoni"
"2252","Tetramorium","Tetramorium forceps"
"2253","Plagiolepis","Plagiolepis perperamus"
"2254","Dilobocondyla","Dilobocondyla gaoyureni"
"2255","Temnothorax","Temnothorax pilicornis"
"2256","Santschiella",""
"2257","Polyrhachis","Polyrhachis sidnica"
"2258","Protazteca","Protazteca capitata"
"2259","Cataglyphis","Cataglyphis saharae"
"2260","Technomyrmex","Technomyrmex wheeleri"
"2261","Lepisiota","Lepisiota arabica"
"2262","Pheidole","Pheidole cocciphaga"
"2263","Pheidole","Pheidole upeneci"
"2264","Tetramorium","Tetramorium caespitum"
"2265","Opisthopsis","Opisthopsis diadematus"
"2266","Cerapachys","Cerapachys incontentus"
"2267","Neivamyrmex","Neivamyrmex pacificus"
"2268","Novomessor",""
"2269","Camponotus","Camponotus thraso"
"2270","Camponotus","Camponotus darwinii"
"2271","Dolichoderus","Dolichoderus furcifer"
"2272","Solenopsis","Solenopsis helena"
"2273","Crematogaster",""
"2274","Dorylus","Dorylus moestus"
"2275","Monomorium","Monomorium rothsteini"
"2276","Crematogaster","Crematogaster castanea"
"2277","Tetramorium","Tetramorium semilaeve"
"2278","Lasius","Lasius jensi"
"2279","Probolomyrmex","Probolomyrmex guanacastensis"
"2280","Dendromyrmex","Dendromyrmex chartifex"
"2281","Leptomyrmex","Leptomyrmex pilosus"
"2282","Pyramica","Pyramica ludovici"
"2283","Monomorium","Monomorium humilior"
"2284","Tetramorium","Tetramorium gladius"
"2285","Tetramorium","Xiphomyrmex angulinodis"
"2286","Myrmecina","Myrmecina nipponica"
"2287","Strumigenys","Strumigenys cassicuspis"
"2288","Monomorium","Monomorium forcipatum"
"2289","Leptanilloides","Leptanilloides improvisa"
"2290","Wasmannia","Wasmannia auropunctata"
"2291","Cardiocondyla","Cardiocondyla zoserka"
"2292","Polyrhachis","Polyrhachis subcyanea"
"2293","Myrmica","Myrmica lobicornis"
"2294","Anochetus","Anochetus peracer"
"2295","Anochetus","Anochetus longispinus"
"2296","Pheidole","Pheidole tolteca"
"2297","Pheidole","Pheidole megacephala"
"2298","Pheidologeton","Pheidologeton silvestrii"
"2299","Tetramorium","Tetramorium spinosum"
"2300","Tetramorium","Tetramorium kestrum"
"2301","Leptothorax","Leptothorax berlandi"
"2302","Crematogaster","Crematogaster marthae"
"2303","Camponotus","Camponotus howensis"
"2304","Camponotus","Camponotus klaesii"
"2305","Camponotus","Camponotus cleobulus"
"2306","Solenopsis","Solenopsis joergenseni"
"2307","Azteca","Azteca adrepens"
"2308","Cephalotes","Cephalotes umbraculatus"
"2309","Formica","Formica cinerea"
"2310","Crematogaster","Crematogaster chiarinii"
"2311","Aptinoma","Aptinoma antongil"
"2312","Pheidole","Pheidole rectiluma"
"2313","Camponotus","Camponotus planatus"
"2314","Myrmelachista","Myrmelachista nigrocotea"
"2315","Pheidole","Pheidole angusticeps"
"2316","Pheidole","Pheidole branstetteri"
"2317","Pheidole","Pheidole avia"
"2318","Myrmoteras","Myrmoteras cuneonodum"
"2319","Cardiocondyla","Cardiocondyla opaca"
"2320","Leptogenys","Leptogenys panops"
"2321","Carebara","Carebara lova"
"2322","Monomorium","Monomorium fayfaense"
"2323","Tetramorium","Tetramorium punctatum"
"2324","Cyphomyrmex","Cyphomyrmex bigibbosus"
"2325","Pyramica","Pyramica formosimonticola"
"2326","Monomorium","Monomorium luteum"
"2327","Formica","Formica subnitens"
"2328","Meranoplus","Meranoplus ajax"
"2329","Meranoplus","Meranoplus fenestratus"
"2330","Polyrhachis","Polyrhachis bihamata"
"2331","Vollenhovia","Vollenhovia fridae"
"2332","Vollenhovia","Vollenhovia butteli"
"2333","Myrmica","Myrmica ritae"
"2334","Eurhopalothrix","Eurhopalothrix heliscata"
"2335","Anochetus","Anochetus exstinctus"
"2336","Rhopalothrix","Rhopalothrix diadema"
"2337","Epopostruma","Epopostruma lattini"
"2338","Proformica","Proformica splendida"
"2339","Stigmacros","Stigmacros occidentalis"
"2340","Crematogaster","Crematogaster overbecki"
"2341","Psalidomyrmex","Psalidomyrmex sallyae"
"2342","Paratrechina","Paratrechina arlesi"
"2343","Trachymyrmex","Trachymyrmex arizonensis"
"2344","Neivamyrmex","Neivamyrmex dorbignii"
"2345","Pseudomyrmex","Pseudomyrmex laevivertex"
"2346","Zasphinctus","Zasphinctus turneri"
"2347","Nylanderia","Nylanderia braueri"
"2348","Camponotus","Camponotus leonardi"
"2349","Camponotus","Camponotus moeschi"
"2350","Camponotus","Camponotus rufus"
"2351","Camponotus","Camponotus belligerus"
"2352","Dolichoderus","Dolichoderus passalomma"
"2353","Odontomachus","Odontomachus panamensis"
"2354","Myrmecia","Myrmecia forficata"
"2355","Cephalotes","Cephalotes pinelii"
"2356","Polyrhachis","Polyrhachis bicolor"
"2357","Iridomyrmex","Iridomyrmex chasei"
"2358","Monomorium","Monomorium bifidoclypeatum"
"2359","Octostruma","Octostruma ascrobicula"
"2360","Myrmica","Myrmica fuscula"
"2361","Aenictus","Aenictus brevinodus"
"2362","Tetraponera","Tetraponera sahlbergii"
"2363","Carebara","Carebara madibai"
"2364","Carebara","Carebara brasiliana"
"2365","Pheidole","Pheidole zirafy"
"2366","Proceratium","Proceratium amazonicum"
"2367","Monomorium","Monomorium shattucki"
"2368","Formica","Formica obscuripes"
"2369","Hylomyrma","Hylomyrma balzani"
"2370","Tapinoma","Tapinoma ambiguum"
"2371","Linepithema","Linepithema keiteli"
"2372","Apomyrma",""
"2373","Aenictus","Aenictus mutatus"
"2374","Vollenhovia","Vollenhovia denticulata"
"2375","Anochetus","Anochetus conisquamis"
"2376","Cataglyphis","Cataglyphis machmal"
"2377","Plagiolepis","Plagiolepis demangei"
"2378","Pheidole","Pheidole nigeriensis"
"2379","Tetramorium","Tetramorium tenuicrine"
"2380","Tetramorium","Tetramorium longoi"
"2381","Eoformica","Eoformica pinguis"
"2382","Crematogaster","Crematogaster frivola"
"2383","Crematogaster","Crematogaster mutans"
"2384","Cataulacus","Cataulacus regularis"
"2385","Paratrechina","Paratrechina sindbadi"
"2386","Dorymyrmex","Dorymyrmex alboniger"
"2387","Plectroctena","Plectroctena latinodis"
"2388","Plectroctena","Plectroctena laevior"
"2389","Iridomyrmex","Iridomyrmex exsanguis"
"2390","Cerapachys","Cerapachys gilesi"
"2391","Procryptocerus","Procryptocerus marginatus"
"2392","Trachymyrmex","Trachymyrmex diversus"
"2393","Metapone","Metapone tillyardi"
"2394","Pseudomyrmex","Pseudomyrmex oryctus"
"2395","Camponotus","Camponotus sellidorsatus"
"2396","Camponotus","Camponotus schmeltzi"
"2397","Camponotus","Camponotus variegatus"
"2398","Camponotus","Camponotus diversipalpus"
"2399","Camponotus","Camponotus floridanus"
"2400","Camponotus","Camponotus linnaei"
"2401","Dolichoderus","Dolichoderus thoracicus"
"2402","Myrmecia","Myrmecia aberrans"
"2403","Crematogaster","Cremastogaster bequaerti"
"2404","Crematogaster","Crematogaster tricolor"
"2405","Pachycondyla","Euponera stigma"
"2406","Vollenhovia","Vollenhovia pwidikidika"
"2407","Pheidole","Pheidole ademonia"
"2408","Pheidole","Pheidole micridris"
"2409","Lachnomyrmex","Lachnomyrmex longinoi"
"2410","Pheidole","Pheidole spilota"
"2411","Pheidole","Pheidole bigote"
"2412","Adetomyrma","Adetomyrma cassis"
"2413","Leptanilloides","Leptanilloides erinys"
"2414","Linepithema","Linepithema hirsutum"
"2415","Camponotus","Camponotus nitidior"
"2416","Nylanderia","Nylanderia wardi"
"2417","Strumigenys","Strumigenys trieces"
"2418","Monomorium","Monomorium micropacum"
"2419","Monomorium","Monomorium fridae"
"2420","Formica","Formica hewitti"
"2421","Formica","Formica microgyna"
"2422","Agraulomyrmex","Agraulomyrmex meridionalis"
"2423","Messor","Messor picturatus"
"2424","Tapinoma","Tapinoma opacum"
"2425","Cardiocondyla","Cardiocondyla thoracica"
"2426","Polyrhachis","Polyrhachis dorowi"
"2427","Cataglyphis","Cataglyphis cana"
"2428","Strumigenys","Strumigenys rehi"
"2429","Plagiolepis","Plagiolepis chirindensis"
"2430","Leptogenys","Leptogenys binghamii"
"2431","Tetramorium","Tetramorium minusculum"
"2432","Tetramorium","Tetramorium manni"
"2433","Cerapachys","Cerapachys opacus"
"2434","Polyergus","Polyergus samurai"
"2435","Acanthostichus","Acanthostichus skwarrae"
"2436","Camponotus","Camponotus tonkinus"
"2437","Camponotus","Camponotus suffusus"
"2438","Solenopsis","Solenopsis tipuna"
"2439","Cephalotes","Cephalotes alfaroi"
"2440","Pheidole","Pheidole terresi"
"2441","Pheidole","Pheidole bos"
"2442","Crematogaster","Crematogaster luctans"
"2443","Oligomyrmex","Oligomyrmex perpusillus"
"2444","Dorymyrmex","Dorymyrmex pyramicus"
"2445","Calomyrmex","Calomyrmex splendidus"
"2446","Leptothorax","Leptothorax tuberum"
"2447","Pheidole","Pheidole rotundiceps"
"2448","Hypoponera","Hypoponera tecta"
"2449","Pheidole","Pheidole soritis"
