"","Raw.genus","Raw.species"
"6924","Dorylus","Dorylus staudingeri"
"6925","Dorylus","Dorylus distinctus"
"6926","Stiphromyrmex","Stiphromyrmex robustus"
"6927","Myrmelachista","Myrmelachista flavida"
"6928","Myrmicaria","Myrmicaria birmana"
"6929","Leptogenys","Leptogenys carinata"
"6930","Euprenolepis","Euprenolepis negrosensis"
"6931","Pheidole","Pheidole dimidiata"
"6932","Pheidole","Pheidole desertorum"
"6933","Crematogaster","Crematogaster solenopsides"
"6934","Pyramica","Pyramica emmae"
"6935","Camponotus","Camponotus territus"
"6936","Camponotus","Camponotus albipes"
"6937","Camponotus","Camponotus vitreus"
"6938","Camponotus","Camponotus sponsorum"
"6939","Camponotus","Camponotus dedalus"
"6940","Myrmecia","Myrmecia pavida"
"6941","Polyrhachis","Polyrhachis sumatrensis"
"6942","Crematogaster","Crematogaster brevispinosa"
"6943","Leptomyrmex","Leptomyrmex varians"
"6944","Eciton","Eciton lucanoides"
"6945","Crematogaster","Crematogaster snellingi"
"6946","Pheidole","Pheidole nitella"
"6947","Pheidole","Pheidole indagatrix"
"6948","Nesomyrmex",""
"6949","Polyrhachis","Polyrhachis excitata"
"6950","Pheidole","Pheidole hazo"
"6951","Discothyrea","Discothyrea bryanti"
"6952","Wasmannia","Wasmannia sigmoidea"
"6953","Aphaenogaster","Aphaenogaster kervillei"
"6954","Hylomyrma","Hylomyrma versuta"
"6955","Messor","Messor rugosus"
"6956","Stenamma","Stenamma sequoiarum"
"6957","Stenamma","Stenamma manni"
"6958","Bariamyrma","Bariamyrma hispidula"
"6959","Meranoplus","Meranoplus mayri"
"6960","Aenictus","Aenictus biroi"
"6961","Polyrhachis","Polyrhachis agesilas"
"6962","Myrmica","Myrmica tenuispina"
"6963","Myrmica","Myrmica caucasicola"
"6964","Pachycondyla","Pachycondyla sennaarensis"
"6965","Pachycondyla","Pachycondyla marginata"
"6966","Strumigenys","Strumigenys ecliptacoca"
"6967","Strumigenys","Strumigenys sarissa"
"6968","Strumigenys","Strumigenys jepsoni"
"6969","Epimyrma","Epimyrma stumperi"
"6970","Euprenolepis","Euprenolepis procera"
"6971","Pheidole","Pheidole floridana"
"6972","Pheidole","Pheidole feae"
"6973","Protomognathus","Protomognathus americanus"
"6974","Tetramorium","Tetramorium jugatum"
"6975","Tetramorium","Tetramorium minimum"
"6976","Acanthomyops","Acanthomyops arizonicus"
"6977","Leptothorax","Leptothorax pallidus"
"6978","Crematogaster","Crematogaster hottentota"
"6979","Crematogaster","Crematogaster laurenti"
"6980","Dorymyrmex","Dorymyrmex ensifer"
"6981","Gnamptogenys","Gnamptogenys posteropsis"
"6982","Pseudomyrmex","Pseudomyrmex boopis"
"6983","Zasphinctus","Zasphinctus nigricans"
"6984","Camponotus","Camponotus pompeius"
"6985","Camponotus","Camponotus arcuatus"
"6986","Solenopsis","Solenopsis molesta"
"6987","Polyergus","Polyergus lucidus"
"6988","Crematogaster","Crematogaster formosa"
"6989","Crematogaster","Crematogaster arnoldi"
"6990","Myrmicaria","Myrmicaria fusca"
"6991","Myrmecina","Myrmecina alpina"
"6992","Stenamma","Stenamma barbarum"
"6993","Megalomyrmex","Megalomyrmex adamsae"
"6994","Pheidole","Pheidole pilispina"
"6995","Crematogaster","Crematogaster sjostedti"
"6996","Camponotus","Camponotus maculatus"
"6997","Rhytidoponera","Rhytidoponera waipiata"
"6998","Nesomyrmex","Nesomyrmex flavus"
"6999","Camponotus","Camponotus matsilo"
"7000","Myrmica","Myrmica martini"
"7001","Oligomyrmex","Oligomyrmex elmenteitae"
"7002","Camponotus","Camponotus tanosy"
"7003","Pachycondyla","Pachycondyla gilloglyi"
"7004","Pheidole","Pheidole tenebrovulgaris"
"7005","Ectatomma","Ectatomma gibbum"
"7006","Myrmecina","Myrmecina flava"
"7007","Tapinoma","Tapinoma epinotale"
"7008","Dinoponera","Dinoponera gigantea"
"7009","Eutetramorium","Eutetramorium monticellii"
"7010","Eurhopalothrix","Eurhopalothrix alopeciosa"
"7011","Tetraponera","Tetraponera tessmanni"
"7012","Technomyrmex","Technomyrmex jocosus"
"7013","Mycetophylax","Mycetophylax emeryi"
"7014","Proceratium","Proceratium pumilio"
"7015","Octostruma","Octostruma wheeleri"
"7016","Pyramica",""
"7017","Leptogenys","Leptogenys peninsularis"
"7018","Pheidole","Pheidole nigritella"
"7019","Orectognathus","Orectognathus sarasini"
"7020","Miomyrmex","Miomyrmex striatus"
"7021","Leptothorax","Leptothorax satunini"
"7022","Crematogaster","Crematogaster sordidula"
"7023","Pogonomyrmex","Pogonomyrmex subnitidus"
"7024","Pogonomyrmex","Pogonomyrmex huachucanus"
"7025","Cerapachys","Cerapachys inconspicuus"
"7026","Cerapachys","Cerapachys larvatus"
"7027","Paedalgus","Paedalgus saritus"
"7028","Gnamptogenys","Gnamptogenys ammophila"
"7029","Gnamptogenys","Gnamptogenys triangularis"
"7030","Hypoponera","Hypoponera opaciceps"
"7031","Pseudomyrmex","Pseudomyrmex simplex"
"7032","Anomma",""
"7033","Camponotus","Camponotus heteroclitus"
"7034","Camponotus","Camponotus coruscus"
"7035","Camponotus","Camponotus hemichlaena"
"7036","Camponotus","Camponotus montivagus"
"7037","Cataglyphis","Cataglyphis frigidus"
"7038","Polyrhachis","Polyrhachis euryala"
"7039","Crematogaster","Crematogaster sanguinea"
"7040","Pheidole","Pheidole tigris"
"7041","Odontoponera","Odontoponera denticulata"
"7042","Octostruma","Octostruma triquetrilabrum"
"7043","Pheidole","Pheidole karolsetosa"
"7044","Leptothorax","Leptothorax corticalis"
"7045","Dolichoderus","Dolichoderus punctatus"
"7046","Tetramorium","Tetramorium gilgamesh"
"7047","Melophorus","Melophorus rufoniger"
"7048","Melophorus","Melophorus purpureus"
"7049","Discothyrea","Discothyrea kamiteta"
"7050","Rhopalomastix","Rhopalomastix tenebra"
"7051","Apterostigma","Apterostigma chocoense"
"7052","Pyramica","Pyramica hyphata"
"7053","Ectatomma","Ectatomma muticum"
"7054","Ocymyrmex","Ocymyrmex alacer"
"7055","Stenamma","Stenamma dyscheres"
"7056","Polyrhachis","Polyrhachis burmanensis"
"7057","Polyrhachis","Polyrhachis rupicapra"
"7058","Polyrhachis","Polyrhachis melpomene"
"7059","Lepisiota","Lepisiota deplanata"
"7060","Pheidole","Pheidole cavifrons"
"7061","Tetramorium","Tetramorium mixtum"
"7062","Leptothorax","Leptothorax creightoni"
"7063","Myopias","Myopias castaneicola"
"7064","Crematogaster","Crematogaster elysii"
"7065","Pogonomyrmex","Pogonomyrmex vermiculatus"
"7066","Gnamptogenys","Gnamptogenys curvoclypeata"
"7067","Neivamyrmex","Neivamyrmex mojave"
"7068","Neivamyrmex","Neivamyrmex micans"
"7069","Stictoponera",""
"7070","Camponotus","Camponotus anguliceps"
"7071","Camponotus","Camponotus sexpunctatus"
"7072","Solenopsis","Solenopsis electra"
"7073","Leptomyrmex","Leptomyrmex darlingtoni"
"7074","Pheidole","Pheidole tobini"
"7075","Vitsika","Vitsika venustas"
"7076","Dendromyrmex","Dendromyrmex nidulans"
"7077","Bradoponera","Bradoponera wunderlichi"
"7078","Pheidole","Pheidole caffra"
"7079","Stigmatomma","Stigmatomma bolabola"
"7080","Aenictus","Aenictus doydeei"
"7081","Rhopalomastix","Rhopalomastix glabricephala"
"7082","Pheidole","Pheidole platyscapa"
"7083","Pheidole","Pheidole angustinigra"
"7084","Cyphomyrmex","Cyphomyrmex strigatus"
"7085","Camponotus","Camponotus laconicus"
"7086","Formica","Formica yoshiokae"
"7087","Pristomyrmex","Pristomyrmex levigatus"
"7088","Messor","Messor tropicorum"
"7089","Megalomyrmex","Megalomyrmex weyrauchi"
"7090","Megalomyrmex","Megalomyrmex incisus"
"7091","Aenictus","Aenictus hottai"
"7092","Polyrhachis","Polyrhachis obscura"
"7093","Myrmica","Myrmica displicentia"
"7094","Tetraponera","Tetraponera rotula"
"7095","Tetraponera","Tetraponera ophthalmica"
"7096","Pachycondyla","Pachycondyla striatinodis"
"7097","Strumigenys","Strumigenys alexetrix"
"7098","Leptogenys","Leptogenys trilobata"
"7099","Pheidole","Pheidole subarmata"
"7100","Pheidole","Pheidole pieli"
"7101","Pheidole","Pheidole crassipes"
"7102","Pheidole","Pheidole grayi"
"7103","Podomyrma","Podomyrma octodentata"
"7104","Tetramorium","Tetramorium microps"
"7105","Tetramorium","Tetramorium squaminode"
"7106","Crematogaster","Crematogaster scutellaris"
"7107","Crematogaster","Crematogaster ilgii"
"7108","Cataulacus","Cataulacus wasmanni"
"7109","Paratrechina","Paratrechina tococae"
"7110","Iridomyrmex","Iridomyrmex albitarsus"
"7111","Procryptocerus","Procryptocerus elegans"
"7112","Metapone","Metapone madagascarica"
"7113","Polyrhachis","Polyrhachis schenkii"
"7114","Camponotus","Camponotus simoni"
"7115","Camponotus","Camponotus punctulatus"
"7116","Solenopsis","Solenopsis germaini"
"7117","Myrmecia","Myrmecia regularis"
"7118","Atta","Atta columbica"
"7119","Pheidole","Pheidole rohani"
"7120","Aphaenogaster","Aphaenogaster texana"
"7121","Wasmannia","Wasmannia auropunctata"
"7122","Tetramorium","Tetramorium shirlae"
"7123","Temnothorax","Temnothorax iranicus"
"7124","Nesomyrmex","Nesomyrmex spininodis"
"7125","Hypoponera","Hypoponera venusta"
"7126","Strumigenys","Strumigenys simoni"
"7127","Paratrechina","Paratrechina fulva"
"7128","Plagiolepis","Plagiolepis wheeleri"
"7129","Crematogaster","Crematogaster alafara"
"7130","Pachycondyla","Pachycondyla crenata"
"7131","Temnothorax","Temnothorax tauricus"
"7132","Meranoplus","Meranoplus mosalahi"
"7133","Formica","Formica difficilis"
"7134","Pristomyrmex","Pristomyrmex coggii"
"7135","Calyptomyrmex","Calyptomyrmex arnoldi"
"7136","Cyphomyrmex","Cyphomyrmex foxi"
"7137","Tapinoma","Tapinoma sinense"
"7138","Polyrhachis","Polyrhachis laboriosa"
"7139","Polyrhachis","Polyrhachis demangei"
"7140","Myrmica","Myrmica tahoensis"
"7141","Tetraponera","Tetraponera mocquerysi"
"7142","Cataglyphis","Cataglyphis setipes"
"7143","Plagiolepis","Plagiolepis simoni"
"7144","Ochetellus","Ochetellus flavipes"
"7145","Pheidole","Pheidole tachigaliae"
"7146","Stigmacros","Stigmacros major"
"7147","Tetramorium","Tetramorium eleates"
"7148","Iridomyrmex","Iridomyrmex rubriceps"
"7149","Gnamptogenys","Gnamptogenys binghamii"
"7150","Neoponera",""
"7151","Camponotus","Camponotus anthrax"
"7152","Camponotus","Camponotus ezotus"
"7153","Camponotus","Camponotus subcircularis"
"7154","Camponotus","Camponotus abunanus"
"7155","Camponotus","Camponotus discors"
"7156","Camponotus","Camponotus quadrisectus"
"7157","Camponotus","Camponotus quadrimaculatus"
"7158","Camponotus","Camponotus sericeiventris"
"7159","Lasius","Lasius reginae"
"7160","Pheidole","Pheidole caffra"
"7161","Pheidole","Pheidole punctatissima"
"7162","Formica","Formica adamsi"
"7163","Crematogaster","Crematogaster gerstaeckeri"
"7164","Nomamyrmex","Nomamyrmex esenbeckii"
"7165","Pseudomyrmex","Pseudomyrmex longus"
"7166","Lasius","Lasius emarginatus"
"7167","Proceratium","Proceratium dominicanum"
"7168","Tetramorium","Tetramorium tenuinode"
"7169","Nylanderia","Nylanderia coveri"
"7170","Pheidole","Pheidole sepultura"
"7171","Messor","Messor hismai"
"7172","Temnothorax","Temnothorax longinoi"
"7173","Monomorium","Monomorium viride"
"7174","Monomorium","Monomorium hirsutum"
"7175","Pseudolasius","Pseudolasius badius"
"7176","Aphaenogaster",""
"7177","Meranoplus","Meranoplus hospes"
"7178","Aenictus","Aenictus luzoni"
"7179","Polyrhachis","Polyrhachis saigonensis"
"7180","Polyrhachis","Polyrhachis lachesis"
"7181","Anochetus","Anochetus cato"
"7182","Cataglyphis","Cataglyphis karakalensis"
"7183","Cataglyphis","Cataglyphis alibabae"
"7184","Myrmicocrypta","Myrmicocrypta triangulata"
"7185","Strumigenys","Strumigenys mesahyla"
"7186","Myrmicaria","Myrmicaria baumi"
"7187","Mesostruma","Mesostruma loweryi"
"7188","Plagiolepis","Plagiolepis nynganensis"
"7189","Octostruma","Octostruma inca"
"7190","Pheidole","Pheidole vanderveldi"
"7191","Protanilla","Protanilla rafflesi"
"7192","Stigmacros","Stigmacros brachytera"
"7193","Tetramorium","Tetramorium amissum"
"7194","Tetramorium","Tetramorium agnum"
"7195","Tetramorium","Tetramorium sericeiventre"
"7196","Leptothorax","Leptothorax nylanderi"
"7197","Paratrechina","Paratrechina jaegerskioeldi"
"7198","Antichthonidris","Antichthonidris bidentata"
"7199","Pseudomyrmex","Pseudomyrmex seminole"
"7200","Acanthostichus","Acanthostichus quadratus"
"7201","Camponotus","Camponotus wildae"
"7202","Solenopsis","Solenopsis cooperi"
"7203","Solenopsis","Solenopsis delta"
"7204","Carebara","Carebara arnoldi"
"7205","Pheidole","Pheidole hecate"
"7206","Podomyrma","Podomyrma ruficeps"
"7207","Crematogaster","Crematogaster auberti"
"7208","Pachycondyla","Bothroponera tesserinoda"
"7209","Pheidole","Pheidole magna"
"7210","Myrmica","Myrmica wheelerorum"
"7211","Colobopsis","Colobopsis impressa"
"7212","Odontophotopsis","Odontophotopsis quadrispinosa"
"7213","Pheidole","Pheidole scalaris"
"7214","Hypoponera","Hypoponera confinis"
"7215","Mycetagroicus","Mycetagroicus inflatus"
"7216","Atta","Atta sexdens"
"7217","Colobopsis","Colobopsis riehlii"
"7218","Cephalotes","Cephalotes caribicus"
"7219","Dorymyrmex","Dorymyrmex amazonicus"
"7220","Stenamma","Stenamma maximon"
"7221","Tetramorium","Tetramorium latinode"
"7222","Chrysapace","Chrysapace sauteri"
"7223","Tetramorium","Tetramorium nama"
"7224","Monomorium","Monomorium disetigerum"
"7225","Formica","Formica retecta"
"7226","Formica","Formica rubicunda"
"7227","Formica","Formica postoculata"
"7228","Wasmannia",""
"7229","Pristomyrmex","Pristomyrmex africanus"
"7230","Aphaenogaster","Aphaenogaster lamellidens"
"7231","Aphaenogaster","Aphaenogaster longiceps"
"7232","Aphaenogaster","Aphaenogaster picena"
"7233","Dacetinops","Dacetinops concinnus"
"7234","Acropyga","Acropyga arnoldi"
"7235","Tapinoma","Tapinoma flavidum"
"7236","Meranoplus","Meranoplus bicolor"
"7237","Polyrhachis","Polyrhachis zopyra"
"7238","Polyrhachis","Polyrhachis atropos"
"7239","Strumigenys","Strumigenys opaca"
"7240","Strumigenys","Strumigenys planeti"
"7241","Strumigenys","Strumigenys ettillax"
"7242","Epopostruma","Epopostruma terrula"
"7243","Lordomyrma","Lordomyrma rouxi"
"7244","Lepisiota","Lepisiota foreli"
"7245","Pheidole","Pheidole coffeicola"
"7246","Pheidole","Pheidole laevivertex"
"7247","Pheidole","Pheidole mendicula"
"7248","Orectognathus","Orectognathus clarki"
"7249","Orectognathus","Orectognathus biroi"
"7250","Simopone","Simopone grandidieri"
"7251","Myopias","Myopias mayri"
"7252","Myopias","Myopias modiglianii"
"7253","Crematogaster","Crematogaster californica"
"7254","Procryptocerus","Procryptocerus belti"
"7255","Pachycondyla",""
"7256","Chalcoponera",""
"7257","Polyrhachis",""
"7258","Camponotus","Camponotus melanoticus"
"7259","Camponotus","Camponotus barbaricus"
"7260","Dolichoderus","Dolichoderus nigricornis"
"7261","Odontomachus","Odontomachus fulgidus"
"7262","Ponera","Ponera petila"
"7263","Allomerus","Allomerus octoarticulatus"
"7264","Philidris","Philidris cordata"
"7265","Lachnomyrmex","Lachnomyrmex lattkei"
"7266","Azteca","Azteca sericeasur"
"7267","Pheidole","Pheidole brunnescens"
"7268","Pheidole","Pheidole javana"
"7269","Pheidole","Pheidole uncagena"
"7270","Pheidole","Pheidole laudatana"
"7271","Tetramorium","Tetramorium nazgul"
"7272","Gerontoformica","Gerontoformica cretacica"
"7273","Monomorium","Monomorium capeyork"
"7274","Leptanilloides","Leptanilloides copalinga"
"7275","Lasius","Lasius meridionalis"
"7276","Pyramica","Pyramica pilinasis"
"7277","Monomorium","Monomorium legulum"
"7278","Yunodorylus","Yunodorylus sexspinus"
"7279","Leptothorax","Leptothorax annexus"
"7280","Cyphomyrmex","Cyphomyrmex faunulus"
"7281","Aphaenogaster","Aphaenogaster muelleriana"
"7282","Acropyga","Acropyga pallida"
"7283","Oecophylla","Oecophylla atavina"
"7284","Strongylognathus","Strongylognathus testaceus"
"7285","Polyrhachis","Polyrhachis nigropilosa"
"7286","Polyrhachis","Polyrhachis halidayi"
"7287","Myrmelachista","Myrmelachista catharinae"
"7288","Liometopum","Liometopum orientale"
"7289","Pachycondyla","Pachycondyla theresiae"
"7290","Cheliomyrmex","Cheliomyrmex megalonyx"
