taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
6243940	Pheidole floridana deplanata Pergande, 1896	6243940	Pheidole floridana deplanata Pergande, 1896	12	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole floridana	1322094	
6244153	Pheidole nana atticola Forel, 1912	6244153	Pheidole nana atticola Forel, 1912	2	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole nana	1322143	
6246652	Pseudolasius weissi sordidus Santschi, 1914	6246652	Pseudolasius weissi sordidus Santschi, 1914	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pseudolasius	1315239	Pseudolasius weissi	1315260	
6247071	Froggattella kirbii ianthina Wheeler, 1936	6247071	Froggattella kirbii ianthina Wheeler, 1936	3	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Froggattella	1326413	Froggattella kirbii	1326415	
7474126	Pheidole aenescens	7474126	Pheidole aenescens	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole aenescens	7474126	
7492639	Calyptomyrmex caledonicus Shattuck, 2011	7492639	Calyptomyrmex caledonicus Shattuck, 2011	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Calyptomyrmex	1315779	Calyptomyrmex caledonicus	7492639	
7575911	Temnothorax aveli (Bondroit, 1918)	1324182	Leptothorax aveli Bondroit, 1918	29	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptothorax	1323767	Leptothorax aveli	1324182	
7715448	Pheidole scolioceps Wilson, 2003	7715448	Pheidole scolioceps Wilson, 2003	47	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole scolioceps	7715448	
8279556	Strumigenys milae	8279556	Strumigenys milae	29	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Strumigenys	1320203	Strumigenys milae	8279556	
8342448	Formica transkaukasica Nasonov, 1889	8379111	Formica picea Nylander, 1846	13	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Formica	1314840	Formica picea	8379111	
8770318	Temnothorax solidinodus Prebus, 2015	8770318	Temnothorax solidinodus Prebus, 2015	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Temnothorax	8314083	Temnothorax solidinodus	8770318	
8915742	Stenamma ignotum Branstetter, 2013	8915742	Stenamma ignotum Branstetter, 2013	317	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Stenamma	9138092	Stenamma ignotum	8915742	
9141974	Meranoplus mcarthuri	9141974	Meranoplus mcarthuri	15	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Meranoplus	8301906	Meranoplus mcarthuri	9141974	
9712373	Carebara hainteny Azorsa & Fisher, 2018	9712373	Carebara hainteny Azorsa & Fisher, 2018	82	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Carebara	1317472	Carebara hainteny	9712373	
10611886	Temnothorax strymonensis Csösz, Salata & Borowiec, 2018	10611886	Temnothorax strymonensis Csösz, Salata & Borowiec, 2018	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Temnothorax	8314083	Temnothorax strymonensis	10611886	
10994368	Prionopelta punctulata antillana Forel, 1909	1317015	Prionopelta antillana Forel, 1909	1	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Prionopelta	1317009	Prionopelta antillana	1317015	
1314674	Monomorium anceps Emery, 1895	1314674	Monomorium anceps Emery, 1895	79	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Monomorium	1314419	Monomorium anceps	1314674	
1314741	Monomorium taedium Bolton, 1987	1314741	Monomorium taedium Bolton, 1987	276	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Monomorium	1314419	Monomorium taedium	1314741	
1316623	Sericomyrmex amabilis Wheeler, 1925	1316623	Sericomyrmex amabilis Wheeler, 1925	410	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Sericomyrmex	1316616	Sericomyrmex amabilis	1316623	
1316856	Tapinoma simrothi Krausse, 1911	1316856	Tapinoma simrothi Krausse, 1911	156	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tapinoma	1316784	Tapinoma simrothi	1316856	
1318698	Vollenhovia pertinax (Smith, 1861)	1318698	Vollenhovia pertinax (Smith, 1861)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Vollenhovia	1318687	Vollenhovia pertinax	1318698	
1319078	Diacamma Mayr, 1862	1319078	Diacamma Mayr, 1862	533	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Diacamma	1319078			
1320534	Colobostruma papulata Brown, 1965	1320534	Colobostruma papulata Brown, 1965	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Colobostruma	1320533	Colobostruma papulata	1320534	
1320667	Acromyrmex versicolor (Pergande, 1894)	1320667	Acromyrmex versicolor (Pergande, 1894)	386	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Acromyrmex	1320640	Acromyrmex versicolor	1320667	
1320806	Plagiolepis karawajewi Radchenko, 1989	1320806	Plagiolepis karawajewi Radchenko, 1989	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Plagiolepis	1320758	Plagiolepis karawajewi	1320806	
1321036	Pyramica talpa (Weber, 1934)	1321036	Pyramica talpa (Weber, 1934)	17	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pyramica	1321015	Pyramica talpa	1321036	
1321354	Leptogenys iheringi Forel, 1911	1321354	Leptogenys iheringi Forel, 1911	18	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptogenys	1321215	Leptogenys iheringi	1321354	
1321441	Leptogenys yerburyi Forel, 1900	1321441	Leptogenys yerburyi Forel, 1900	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptogenys	1321215	Leptogenys yerburyi	1321441	
1321589	Rhytidoponera carinata Clark, 1936	1321589	Rhytidoponera carinata Clark, 1936	32	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Rhytidoponera	1321506	Rhytidoponera carinata	1321589	
1322702	Podomyrma Smith, 1859	1322702	Podomyrma Smith, 1859	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Podomyrma	1322702	Podomyrma grastralis		
1322716	Podomyrma ruficeps Smith, 1863	1322716	Podomyrma ruficeps Smith, 1863	11	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Podomyrma	1322702	Podomyrma ruficeps	1322716	
1324357	Crematogaster santschii Forel, 1913	1324357	Crematogaster santschii Forel, 1913	15	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster santschii	1324357	
1326266	Paedalgus infimus (Santschi, 1913)	1326266	Paedalgus infimus (Santschi, 1913)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Paedalgus	1326262	Paedalgus infimus	1326266	
1326597	Gnamptogenys levinates Baroni Urbani, 1980	1326597	Gnamptogenys levinates Baroni Urbani, 1980	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Gnamptogenys	1326511	Gnamptogenys levinates	1326597	
5033565	Camponotus piceus spissinodis Forel, 1909	5033565	Camponotus piceus spissinodis Forel, 1909	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus piceus	1312835	
5034361	Camponotus socorroensis Wheeler, 1934	5034361	Camponotus socorroensis Wheeler, 1934	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus socorroensis	5034361	
5035760	Lasius atopus Cole, 1958	5035760	Lasius atopus Cole, 1958	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Lasius	1325751	Lasius atopus	5035760	
6244351	Paratrechina steinheili minuta (Forel, 1893)	6244351	Paratrechina steinheili minuta (Forel, 1893)	3	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Paratrechina	1325421	Paratrechina steinheili	1325460	
6244430	Dorylus depilis clarior Santschi, 1917	6244430	Dorylus depilis clarior Santschi, 1917	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Dorylus	1317800	Dorylus depilis	1317856	
6246417	Wasmannia auropunctata nigricans Emery, 1906	6246417	Wasmannia auropunctata nigricans Emery, 1906	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Wasmannia	1315379	Wasmannia auropunctata	1315391	
7567574	Pheidole tetroides	7567574	Pheidole tetroides	14	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole tetroides	7567574	
7675594	Crematogaster brevispinosa var. fautrix	7675594	Crematogaster brevispinosa var. fautrix	1	VARIETY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster brevispinosa	1324603	
7774773	Anochetus africanus var. madagascariensis	7774773	Anochetus africanus var. madagascariensis	4	VARIETY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Anochetus	1319461	Anochetus africanus	1319520	
7863638	Pheidole quadriceps	7863638	Pheidole quadriceps	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole quadriceps	7863638	
7978123	Odontophotopsis exogyra Viereck	7978123	Odontophotopsis exogyra Viereck	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Odontophotopsis	4673718	Odontophotopsis exogyra	7978123	
8065772	Crematogaster chodati	8065772	Crematogaster chodati	66	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster chodati	8065772	
8127915	Strumigenys cabira	8127915	Strumigenys cabira	36	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Strumigenys	1320203	Strumigenys cabira	8127915	
8183558	Pheidole monteverdensis	8183558	Pheidole monteverdensis	484	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole monteverdensis	8183558	
8321001	Formica stenoptera	8321001	Formica stenoptera	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Formica	1314840	Formica stenoptera	8321001	
8623632	Eurhopalothrix vulcan	8623632	Eurhopalothrix vulcan	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Eurhopalothrix	1319140	Eurhopalothrix vulcan	8623632	
8779227	Crematogaster excisa var. euphrosyne	8779227	Crematogaster excisa var. euphrosyne	3	VARIETY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster excisa	1324868	
9085877	Tetramorium karthala Hita Garcia & Fisher, 2014	9085877	Tetramorium karthala Hita Garcia & Fisher, 2014	26	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tetramorium	1323128	Tetramorium karthala	9085877	
9312115	Strumigenys dyseides Bolton, 2000	9312115	Strumigenys dyseides Bolton, 2000	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Strumigenys	1320203	Strumigenys dyseides	9312115	
10315603	Nylanderia guatemalensis (Forel, 1885)	10315603	Nylanderia guatemalensis (Forel, 1885)	236	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Nylanderia	4673740	Nylanderia guatemalensis	10315603	
10814050	Temnothorax kuixing Terayama, 2009	10814050	Temnothorax kuixing Terayama, 2009	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Temnothorax	8314083	Temnothorax kuixing	10814050	
10864589	Temnothorax elmenshawyi Sharaf, Aldawood, Economo, Wachkoo & Garcia, 2019	10864589	Temnothorax elmenshawyi Sharaf, Aldawood, Economo, Wachkoo & Garcia, 2019	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Temnothorax	8314083	Temnothorax elmenshawyi	10864589	
10896587	Discothyrea chimera Hita-Garcia & Lieberman, 2019	10896587	Discothyrea chimera Hita-Garcia & Lieberman, 2019	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Discothyrea	1315321	Discothyrea chimera	10896587	
1315009	Formica puberula Emery, 1893	1315009	Formica puberula Emery, 1893	589	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Formica	1314840	Formica puberula	1315009	
1315791	Calyptomyrmex wittmeri Baroni Urbani, 1975	1315791	Calyptomyrmex wittmeri Baroni Urbani, 1975	11	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Calyptomyrmex	1315779	Calyptomyrmex wittmeri	1315791	
1317323	Brachymyrmex donisthorpei Santschi, 1939	1317323	Brachymyrmex donisthorpei Santschi, 1939	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Brachymyrmex	1317285	Brachymyrmex donisthorpei	1317323	
1317601	Aenictus raptor Forel, 1913	1317601	Aenictus raptor Forel, 1913	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Aenictus	1317499	Aenictus raptor	1317601	
1318300	Polyrhachis sulcata Andre, 1895	1318300	Polyrhachis sulcata Andre, 1895	14	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Polyrhachis	1317959	Polyrhachis sulcata	1318300	
1319471	Anochetus incultus Brown, 1978	1319471	Anochetus incultus Brown, 1978	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Anochetus	1319461	Anochetus incultus	1319471	
1319648	Cataglyphis isis (Forel, 1913)	1319648	Cataglyphis isis (Forel, 1913)	9	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Cataglyphis	1319559	Cataglyphis isis	1319648	
1319684	Stereomyrmex horni Emery, 1901	1319684	Stereomyrmex horni Emery, 1901	18	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Stereomyrmex	1319683	Stereomyrmex horni	1319684	
1320149	Eucryptocerus abdominalis (Santschi, 1929)	1320149	Eucryptocerus abdominalis (Santschi, 1929)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Eucryptocerus	1320148	Eucryptocerus abdominalis	1320149	
1321525	Rhytidoponera aurata (Roger, 1861)	1321525	Rhytidoponera aurata (Roger, 1861)	176	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Rhytidoponera	1321506	Rhytidoponera aurata	1321525	
1321673	Pheidole braueri Forel, 1897	1321673	Pheidole braueri Forel, 1897	70	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole braueri	1321673	
1322374	Pheidole calens Forel, 1901	1322374	Pheidole calens Forel, 1901	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole calens	1322374	
1324092	Leptothorax echinatinodis Forel, 1886	1324092	Leptothorax echinatinodis Forel, 1886	9	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptothorax	1323767	Leptothorax echinatinodis	1324092	
1325180	Crematogaster chiarinii Emery, 1881	1325180	Crematogaster chiarinii Emery, 1881	47	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster chiarinii	1325180	
1325293	Cataulacus oberthueri Emery, 1891	1325293	Cataulacus oberthueri Emery, 1891	82	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Cataulacus	1325265	Cataulacus oberthueri	1325293	
1327006	Pseudomyrmex viduus (Smith, 1858)	1327006	Pseudomyrmex viduus (Smith, 1858)	138	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pseudomyrmex	1327003	Pseudomyrmex viduus	1327006	
4673512	Lioponera Mayr, 1879	4673512	Lioponera Mayr, 1879	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Lioponera	4673512	Lioponera angustata		
4673512	Lioponera Mayr, 1879	4673512	Lioponera Mayr, 1879	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Lioponera	4673512	Lioponera longitarsus		
5033488	Camponotus andrewsi Donisthorpe, 1936	5033488	Camponotus andrewsi Donisthorpe, 1936	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus andrewsi	5033488	
5034088	Camponotus dromedarius Forel, 1891	5034088	Camponotus dromedarius Forel, 1891	90	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus dromedarius	5034088	
5034160	Camponotus riehlii (Roger, 1863)	5034160	Camponotus riehlii (Roger, 1863)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus riehlii	5034160	
5034363	Camponotus diplopunctatus Emery, 1915	5034363	Camponotus diplopunctatus Emery, 1915	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus diplopunctatus	5034363	
5034441	Camponotus vafer Wheeler, 1910	5034441	Camponotus vafer Wheeler, 1910	83	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus vafer	5034441	
5034687	Camponotus sexguttatus unitaeniatus Wheeler, 1923	5034687	Camponotus sexguttatus unitaeniatus Wheeler, 1923	2	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus sexguttatus	5034686	
5034786	Camponotus icarus Forel, 1912	5034786	Camponotus icarus Forel, 1912	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus icarus	5034786	
5034909	Dolichoderus lactarius (Smith, 1860)	5034909	Dolichoderus lactarius (Smith, 1860)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Dolichoderus	1314182	Dolichoderus lactarius	5034909	
5035090	Solenopsis vorax Santschi, 1934	5035090	Solenopsis vorax Santschi, 1934	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Solenopsis	9107211	Solenopsis vorax	5035090	
5035402	Ponera szaboi Wilson, 1957	5035402	Ponera szaboi Wilson, 1957	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Ponera	1317227	Ponera szaboi	5035402	
5035957	Cephalotes pallidus De Andrade, 1999	5035957	Cephalotes pallidus De Andrade, 1999	22	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Cephalotes	1325868	Cephalotes pallidus	5035957	
6244460	Dorylus emeryi pulsi (Forel, 1904)	6244460	Dorylus emeryi pulsi (Forel, 1904)	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Dorylus	1317800	Dorylus emeryi	1317902	
6246365	Acromyrmex lobicornis ferrugineus (Emery, 1905)	6246365	Acromyrmex lobicornis ferrugineus (Emery, 1905)	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Acromyrmex	1320640	Acromyrmex lobicornis	1320705	
6246933	Neivamyrmex pilosus mexicanus (Smith, 1859)	6246933	Neivamyrmex pilosus mexicanus (Smith, 1859)	202	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Neivamyrmex	1326810	Neivamyrmex pilosus	1326868	
7218783	Camponotus cruentatus cruentatus	7218783	Camponotus cruentatus cruentatus	93	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus cruentatus	1312486	
7398050	Nylanderia pubens (Forel, 1893)	7398050	Nylanderia pubens (Forel, 1893)	60	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Nylanderia	4673740	Nylanderia pubens	7398050	
7694771	Polyrhachis variegata	7694771	Polyrhachis variegata	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Polyrhachis	1317959	Polyrhachis variegata	7694771	
8095994	Pheidole micon Wilson, 2003	8095994	Pheidole micon Wilson, 2003	28	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole micon	8095994	
8125340	Pheidole protensa	8125340	Pheidole protensa	1048	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole protensa	8125340	
8159868	Leptanilloides nubecula	8159868	Leptanilloides nubecula	16	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptanilloides	1314831	Leptanilloides nubecula	8159868	
8631587	Myrmica eocenica Radchenko et al., 2007	8631587	Myrmica eocenica Radchenko et al., 2007	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Myrmica	1318775	Myrmica eocenica	8631587	
8935667	Dolichoderus quadripunctatus yoshiokae Wheeler, 1933	5034834	Dolichoderus sibiricus Emery, 1889	2	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Dolichoderus	1314182	Dolichoderus sibiricus	5034834	
9065759	Syllophopsis saudiensis Aldawood, 2016	9065759	Syllophopsis saudiensis Aldawood, 2016	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Syllophopsis	4681352	Syllophopsis saudiensis	9065759	
9382026	Odontophotopsis dalyi Wilson, 2017	9382026	Odontophotopsis dalyi Wilson, 2017	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Odontophotopsis	4673718	Odontophotopsis dalyi	9382026	
9616990	Melophorus fulgidus Heterick, Castalanelli & Shattuck, 2017	9616990	Melophorus fulgidus Heterick, Castalanelli & Shattuck, 2017	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Melophorus	1327214	Melophorus fulgidus	9616990	
10136323	Syllophopsis modesta	10136323	Syllophopsis modesta	229	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Syllophopsis	4681352	Syllophopsis modesta	10136323	
10355030	Protalaridris bordoni Lattke, 2018	10355030	Protalaridris bordoni Lattke, 2018	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Protalaridris	1321010	Protalaridris bordoni	10355030	
10513095	Paraparatrechina opaca	10513095	Paraparatrechina opaca	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Paraparatrechina	4671560	Paraparatrechina opaca	10513095	
1312361	Camponotus Mayr, 1861	1312361	Camponotus Mayr, 1861	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus woodroffeensis		
1314433	Monomorium baal Wheeler & Mann, 1916	1314433	Monomorium baal Wheeler & Mann, 1916	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Monomorium	1314419	Monomorium baal	1314433	
